STATE/UT,DISTRICT,TEHSIL/BLOCK ,VILLAGE NAME,SITE NAME,latitude,longitude,WELL SITE TYPE,water_level
Andhra Pradesh,East Godavari,Rampachodavaram,Rampachodavaram,Rampachodavaram2,17.4402,81.7805,Dug Well,8.05
Andhra Pradesh,East Godavari,Rampachodavaram,Selkavedhi,Selkavedhi-DW14,17.4613,81.671,Dug Well,4.12
Andhra Pradesh,East Godavari,Rampachodavaram,Sitapalli,Sitapalli,17.3762,81.7915,Dug Well,2.58
Andhra Pradesh,East Godavari,Rangampeta,Kotapadu,Kotapadu 2013DW,17.0883,82.025,Dug Well,4.3
Andhra Pradesh,East Godavari,Ravulapalem,Delta Gannavarm,Delta gannavarm,16.5879,81.8885,Dug Well,2.29
Andhra Pradesh,East Godavari,Ravulapalem,Jonnada,Jonnada,16.7929,81.8659,Dug Well,0.3
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Andhra Pradesh,East Godavari,Ravulapalem,Mummidivarampad,Mummidivarampad,16.7029,81.8325,Dug Well,1.15
Andhra Pradesh,East Godavari,Ravulapalem,Ravulapalem,Ravulapalem-NQM,16.7528,81.8397,Bore Well,9.01
Andhra Pradesh,East Godavari,Razole,Razole,Razole-alt1,16.48,81.8446,Dug Well,2.12
Andhra Pradesh,East Godavari,Sakhinetipalle,Antarvedi,Antarvedi 2013DW,16.3337,81.7332,Dug Well,1.3
Andhra Pradesh,East Godavari,Sankhavaram,G Kottapalli,G Kottapalli-DW14,17.3068,82.3655,Dug Well,0.77
Andhra Pradesh,East Godavari,Sankhavaram,Kattipudi,Kattipudi1,17.2429,82.3314,Dug Well,2.6
Andhra Pradesh,East Godavari,Tallarevu,Tallarevu,Tallarevu 2013DW,16.7828,82.2303,Dug Well,2.08
Andhra Pradesh,East Godavari,Tallarevu,Thurpet,Thurpet-DW14,16.7529,82.2289,Dug Well,1.52
Andhra Pradesh,East Godavari,Thondangi,Tammayyapeta,Tammayyapeta-,17.2496,82.3708,Dug Well,2.1
,,,,DW13,,,,
Andhra Pradesh,East Godavari,Tuni,Hamsavaram,Hamsavaram-DW13,17.2921,82.4927,Dug Well,1.3
Andhra Pradesh,East Godavari,Tuni,Tetagunda,Tetagunda-DW13,17.307,82.4429,Dug Well,3.78
Andhra Pradesh,East Godavari,Y.Ramavaram,Chaviti Tibalu,Chaviti Tibalu-DW14,17.6183,81.9854,Dug Well,1.05
Andhra Pradesh,East Godavari,Y.Ramavaram,P Yerragonda,P Yerragonda-DW14,17.6583,81.9492,Dug Well,4.32
Andhra Pradesh,East Godavari,Yeleswaram,Gontuvanipalem,Gontuvanipalem ,17.315367,82.103371,Dug Well,1.3
,,,,2013DW,,,,
Andhra Pradesh,Guntur,Amaravati,Amravathi-Dw,Amravathi-Dw,16.5733,80.3612,Dug Well,1.27
Andhra Pradesh,Guntur,Amaravati,Narakullapodu,Narakullapodu-DW14 16.5329,,80.3663,Dug Well,2.09
Andhra Pradesh,Guntur,Amaravati,Ungutur,Ungutur,16.4941,80.3645,Dug Well,1.85
Andhra Pradesh,Guntur,Amaravati,Zupudi,Zupudi,16.5661,80.2572,Dug Well,2.43
Andhra Pradesh,Guntur,Amruthaluru,Govada,Govada,16.0701,80.667,Dug Well,2.47
Andhra Pradesh,Guntur,Amruthaluru,Kuchipudi,Kuchipudi,16.1847,80.6595,Dug Well,0.96
Andhra Pradesh,Guntur,Atchampeta,Krosur,Krosur,16.5429,80.1393,Dug Well,2.25
Andhra Pradesh,Guntur,Bapatla,Bapatla-Dw,Bapatla-Dw,15.9159,80.4824,Dug Well,2.77
Andhra Pradesh,Guntur,Bapatla,Cheruvu Jamulapalem,Cheruvu ,15.9354,80.445,Dug Well,2.97
,,,,Jamulapalem,,,,
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Andhra Pradesh,Guntur,Battiprolu,Bhattiprolu,Bhattiprolu1-NQM,16.097266,80.786297,Bore Well,8.7
Andhra Pradesh,Guntur,Battiprolu,Bhattiprolu,Bhattiprolu2-NQM,15.725602,80.005206,Bore Well,7.8
Andhra Pradesh,Guntur,Battiprolu,Bhattiprolu,Bhattiprolu-NQM,16.0974,80.7865,Bore Well,8
Andhra Pradesh,Guntur,Battiprolu,Bhattiprolu-Dw,Bhattiprolu-Dw,16.0966,80.7733,Dug Well,3.03
Andhra Pradesh,Guntur,Bellamkonda,Bellamkonda,Bellamkonda-DW13,16.4922,80.0076,Dug Well,7.89
Andhra Pradesh,Guntur,Bellamkonda,Utukuru,Utukuru,16.566,80.2018,Dug Well,1.95
Andhra Pradesh,Guntur,Chebrolu,Chebrolu,Chebrolu,16.1986,80.5257,Dug Well,0.7
Andhra Pradesh,Guntur,Chebrolu,Narakoduru,Narakoduru,16.22562,80.514537,Dug Well,1.96
Andhra Pradesh,Guntur,Cherukupalle,Punnapalle,Punnapalle-DW14,16.061115,80.701225,Dug Well,2.63
Andhra Pradesh,Guntur,Cherukupalle,Yemminenivaripalem,Yemminenivaripalem- 16.0949,,80.7852,Bore Well,5.7
,,,,NQM,,,,
Andhra Pradesh,Guntur,Chilakaluripeta,Chilkaluripet,Chilkaluripet-1,16.0851,80.1765,Dug Well,1.25
Andhra Pradesh,Guntur,Chilakaluripeta,Maddirala,Maddirala-DW14,16.0947,80.0909,Dug Well,2.85
Andhra Pradesh,Guntur,Chilakaluripeta,Timmapuram-Dw,Timmapuram-Dw,16.1491,80.2048,Dug Well,4.58
Andhra Pradesh,Guntur,Dachepalle,Dachepalli-Alt,Dachepalli-Alt,16.6002,79.7259,Dug Well,4.05
Andhra Pradesh,Guntur,Duggirala,Kolakaluru,Kolakaluru,16.3034,80.6189,Dug Well,2.03
Andhra Pradesh,Guntur,Guntur,Budampadu-Dw,Budampadu-Dw,16.26,80.4746,Dug Well,3.8
Andhra Pradesh,Guntur,Guntur,Etukunu,Etukunu-DW14,16.2632,80.4247,Dug Well,1.93
Andhra Pradesh,Guntur,Guntur,Guntur,Guntur,16.2985,80.4317,Dug Well,2.4
Andhra Pradesh,Guntur,Guntur,Nallapadu,Nallapadu,16.3057,80.3739,Dug Well,2.26
Andhra Pradesh,Guntur,Guntur,Phanidharam,Phanidharam,16.361433,80.393346,Dug Well,3.66
Andhra Pradesh,Guntur,Gurajala,Gurajala,Gurazala 2010Pz,16.5616,79.6467,Bore Well,4.12
Andhra Pradesh,Guntur,Gurajala,Gurzala,Gurzala,16.558,79.6325,Dug Well,0.19
Andhra Pradesh,Guntur,Ipur,A Muppalla,A Muppalla-DW14,16.2434,79.8415,Dug Well,2.1
Andhra Pradesh,Guntur,Ipur,Ipur,Ipur,16.226,79.7768,Dug Well,0.73
Andhra Pradesh,Guntur,Ipur,Kocherla,Kocherla,16.1492,79.7582,Dug Well,0.15
Andhra Pradesh,Guntur,Kollipara,Athota,Athota1-NQM,16.3003,80.6836,Bore Well,3.15
Andhra Pradesh,Guntur,Kollipara,Athota,Athota-NQM,16.3003,80.6836,Bore Well,1.8
Andhra Pradesh,Guntur,Kollipara,Kollipara Dw,Kollipara Dw,16.2866,80.7496,Dug Well,1.09
Andhra Pradesh,Guntur,Kollur,Kolluru-Ravikampadu,Kolluru-DW14,16.1308,80.8171,Dug Well,1.68
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Andhra Pradesh,Guntur,Krosuru,Pisapadu,Pisapadu,16.4979,80.1431,Dug Well,3.4
Andhra Pradesh,Guntur,Machavaram,Murjampadu,Murjampadu,16.5906,79.9084,Dug Well,5.65
Andhra Pradesh,Guntur,Macherla,Macherla,Macherla Pz,16.4676,79.4272,Bore Well,14.4
Andhra Pradesh,Guntur,Macherla,Vijayapuri,Vijayapuri 2012Pz,16.5598,79.3143,Bore Well,3.52
Andhra Pradesh,Guntur,Medikonduru,Medikondur,Medikondur,16.3455,80.3023,Dug Well,2.92
Andhra Pradesh,Guntur,Muppala,Gollapadu,Gollapadu DW13,16.3067,80.0833,Dug Well,1.9
Andhra Pradesh,Guntur,Nadendla,Nadendla,Nadendla-DW14,16.1762,80.1843,Dug Well,2.7
Andhra Pradesh,Guntur,Narsaraopet,Jonnalagadda,Jonnalagadda-DW14,16.2418,80.0829,Dug Well,1.49
Andhra Pradesh,Guntur,Narsaraopet,Lingamguntla,Lingamguntla 2010Pz,16.231,80.0318,Bore Well,3.72
Andhra Pradesh,Guntur,Narsaraopet,Pamidimarru,Pamidimarru-DW14,16.1286,80.022,Dug Well,4.85
Andhra Pradesh,Guntur,Nizampatnam,Nijampatnam,Nijampatnam,15.9624,80.6638,Dug Well,1.21
Andhra Pradesh,Guntur,Nizampatnam,Pallapatla-Dw,Pallapatla-Dw,15.971906,80.614139,Dug Well,1.83
Andhra Pradesh,Guntur,Nuzendla,Inovolu,Inovolu,15.9932,79.6704,Dug Well,0.65
Andhra Pradesh,Guntur,Pedanandipadu,Varagami,Varagami,16.085077,80.328973,Dug Well,5.93
Andhra Pradesh,Guntur,Phirangipuram,Pirangipuram,Pirangipuram,16.288,80.2565,Dug Well,5.63
Andhra Pradesh,Guntur,Piduguralla,Brahmanapally-Dw,Brahmanapally-Dw,16.5174,79.8311,Dug Well,2.92
Andhra Pradesh,Guntur,Piduguralla,Brahmanpally,Brahmanpally 2012Pz 16.5183,,79.8279,Bore Well,1.2
Andhra Pradesh,Guntur,Piduguralla,Guttikonda,Guttikonda,16.4306,79.8322,Dug Well,3
Andhra Pradesh,Guntur,Piduguralla,Pillutla,Pillutla,16.5385,79.9057,Dug Well,2.18
Andhra Pradesh,Guntur,Piduguralla,Thummalacheruvu,Thummalacheruvu,16.5255,79.7987,Dug Well,3.64
Andhra Pradesh,Guntur,Pittalavanipalem,Mannevaripalem-Dw,Mannevaripalem-Dw,15.9667,80.65054,Dug Well,0.88
Andhra Pradesh,Guntur,Ponnuru,Kattempudi,Kattempudi-DW14,16.113528,80.455848,Dug Well,2.56
Andhra Pradesh,Guntur,Ponnuru,Ponnur(Old),Ponnur(old),16.064657,80.543006,Dug Well,3.3
Andhra Pradesh,Guntur,Prathipadu,Prattipadu,Prattipadu,16.1803,80.3318,Dug Well,1.19
Andhra Pradesh,Guntur,Rajupalem,Kondamodu,Kondamodu,16.4608,79.9206,Dug Well,2.75
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Andhra Pradesh,Guntur,Rajupalem,Kondamodu,Kondamodu-DW13,16.4609,79.9204,Dug Well,7.2
Andhra Pradesh,Guntur,Rentachintala,Rentachintala,Rentachintala,16.5514,79.5477,Dug Well,1.12
Andhra Pradesh,Guntur,Rentachintala,Tummurukota,Tummurukota,16.5583,79.4611,Dug Well,1.6
Andhra Pradesh,Guntur,Repalle,Repalle,Repalle,16.0288,80.8397,Dug Well,1.52
Andhra Pradesh,Guntur,Repalle,Repalle,Repalle1-NQM,16.178917,80.750972,Bore Well,9.18
Andhra Pradesh,Guntur,Repalle,Repalle,Repalle-NQM,16.0327778,80.8186111,Bore Well,10.58
Andhra Pradesh,Guntur,Rompicherla,Rompicherla,Rompicherla,16.21,79.9133,Dug Well,2.12
Andhra Pradesh,Guntur,Rompicherla,Rompicherla,Rompicherla 2010Pz,16.2128,79.9049,Bore Well,0.01
Andhra Pradesh,Guntur,Rompicherla,Santhagudipadu,Santhagudipadu ,16.2534,79.9141,Dug Well,3.18
,,,,DW13,,,,
Andhra Pradesh,Guntur,Sattenapalle,Rentapalle,Rentapalle,16.4713,80.1364,Dug Well,3.65
Andhra Pradesh,Guntur,Sattenapalle,Sattenapalle,Sattenapalle-DW14,16.4063,80.1479,Dug Well,2.17
Andhra Pradesh,Guntur,Savalyapuram,Velpur(G.Palem),Velpur(g.palem),16.2955,79.8648,Dug Well,2.86
Andhra Pradesh,Guntur,Tadikonda,Mukkamala,Mukkamala-DW14,16.4519,80.375,Dug Well,5.5
Andhra Pradesh,Guntur,Tadikonda,Ponnekallu,Ponnekallu,16.4043,80.4021,Dug Well,3.35
Andhra Pradesh,Guntur,Tadikonda,Ravela,Ravela,16.418,80.3484,Dug Well,2.05
Andhra Pradesh,Guntur,Tadikonda,Tadikonda-Dw,Tadikonda-Dw,16.4184903,80.4422593,Dug Well,2.55
Andhra Pradesh,Guntur,Tenali,Sekuru,Sekuru,16.276545,80.476454,Dug Well,1.35
Andhra Pradesh,Guntur,Tenali,Tenali,Tenali1-NQM,16.24374,80.631956,Bore Well,4.01
Andhra Pradesh,Guntur,Tenali,Tenali,Tenali2-NQM,16.2411111,80.6316667,Bore Well,1.71
Andhra Pradesh,Guntur,Tenali,Tenali,Tenali3-NQM,16.5456111,81.036851,Bore Well,3.71
Andhra Pradesh,Guntur,Tenali,Tenali,Tenali-NQM,16.24374,80.631956,Bore Well,4.16
Andhra Pradesh,Guntur,Thulluru,Mandhadam,Mandhadam-DW14,16.5145,80.5316,Dug Well,2.89
Andhra Pradesh,Guntur,Thulluru,Pedda Parimi,Pedda Parimi,16.4599,80.4552,Dug Well,2.56
Andhra Pradesh,Guntur,Thulluru,Thulluru-Dw,Thulluru-Dw,16.5304,80.4704,Dug Well,2.61
Andhra Pradesh,Guntur,Thulluru,Vykuntapuram,Vykuntapuram,16.566,80.4127,Dug Well,1.78
Andhra Pradesh,Guntur,Veldurti,Mandadi,Mandadi,16.4084,79.4054,Dug Well,6.76
Andhra Pradesh,Guntur,Veldurti,Sirigiripadu,Sirigiripadu-alt,16.3043,79.3263,Dug Well,6.65
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Andhra Pradesh,Guntur,Vemuru,Chavali-Dw,Chavali-Dw,16.1389,80.7274,Dug Well,3.7
Andhra Pradesh,Guntur,Vemuru,Vemuru,Vemuru-NQM,16.1788889,80.7508333,Bore Well,6.51
Andhra Pradesh,Guntur,Vinukonda,Chikatigalapalem,Chikatigalapalem ,16.0067,79.6903,Bore Well,2.54
,,,,2010Pz,,,,
Andhra Pradesh,Guntur,Vinukonda,Enugupalem,Enugupalem 2010Pz,16.0206,79.8268,Bore Well,2.67
Andhra Pradesh,Guntur,Vinukonda,Gonoguntlavaripalem,Gonoguntlavaripalem 16.0276,,79.7929,Dug Well,1.77
,,,,DW13,,,,
Andhra Pradesh,Guntur,Vinukonda,Vellatur,Vellatur,16.1193,79.6506,Dug Well,2.36
Andhra Pradesh,Guntur,Vinukonda,Vinukonda,Vinukonda,16.0519,79.7434,Dug Well,3.59
Andhra Pradesh,Krishna,A.Konduru,A Konduru-New,A Konduru-New,16.5632,80.648,Dug Well,5.62
Andhra Pradesh,Krishna,A.Konduru,Kakarla,Kakarla,17.0566,80.6352,Dug Well,4.2
Andhra Pradesh,Krishna,A.Konduru,Ramchandrapuram,Ramchandrapuram-,16.87266,80.63975,Dug Well,1.65
,,,,DW14,,,,
Andhra Pradesh,Krishna,Avanigadda,Avanigadda,Avanigadda-DW14,16.022832,80.914599,Dug Well,4.93
Andhra Pradesh,Krishna,Bantumilli,Bantumilli,Bantumilli1,16.3697,81.2721,Dug Well,1.58
Andhra Pradesh,Krishna,Bantumilli,Malleshwaram,Malleshwaram-,16.3552,81.2712,Dug Well,1.45
,,,,DW14,,,,
Andhra Pradesh,Krishna,Bapulapadu,Bapulapadu-3,Bapulapadu-PZ 3 16.6451 80.9675 Tube Well,,,,17.35
Andhra Pradesh,Krishna,Challapalli,Challapalli,Challapalli,16.1185,80.9393,Dug Well,0.89
Andhra Pradesh,Krishna,Challapalli,Lankapalli-Dw,Lankapalli-Dw,16.1347,80.9856,Dug Well,0.83
Andhra Pradesh,Krishna,Gampalagudem,Gampalagudem,Gampalagudem,16.9997,80.5242,Dug Well,2.28
Andhra Pradesh,Krishna,Gampalagudem,Garikapadu,Garikapadu,16.9486,80.0525,Dug Well,2.4
Andhra Pradesh,Krishna,Gampalagudem,Veenagadapa,Veenagadapa-DW14,16.972113,80.531169,Dug Well,2.53
Andhra Pradesh,Krishna,Gannavaram,B B Gudem,B B Gudem,16.5713,80.7515,Dug Well,3.27
Andhra Pradesh,Krishna,Gudivada,Angaluru New,Angaluru New,16.257904,80.830665,Dug Well,2.62
Andhra Pradesh,Krishna,Gudivada,Polukonda,Polukonda,16.521062,81.079137,Dug Well,0.01
Andhra Pradesh,Krishna,Gudivada,Ventrapragada,Ventrapragada,16.442,80.91,Dug Well,2.6
Andhra Pradesh,Krishna,Gudlavalleru,Gudlavalleru-New,Gudlavalleru-New,16.3436,81.0547,Dug Well,4.75
Andhra Pradesh,Krishna,Gudlavalleru,Kautaram,Kautaram-DW14 16.3354 81.0779 Dug Well,,,,2.12
Andhra Pradesh,Krishna,Guduru,Guduru,Guduru-DW14,16.2202,81.0842,Dug Well,1.1
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Andhra Pradesh,Krishna,Ibrahimpatnam,Ibrahimpatnam,Ibrahimpatnam,16.59016,80.52075,Dug Well,1
Andhra Pradesh,Krishna,Jaggayyapeta,Muktyala,Muktyala-PZ 2,16.8273,80.076,Bore Well,21.4
Andhra Pradesh,Krishna,Kaikaluru,Pallewada,Pallewada DW13,16.5794,81.28671,Dug Well,0.45
Andhra Pradesh,Krishna,Kalidindi,Kalidindi,Kalidindi-DW14,16.505313,81.29022,Dug Well,2.5
Andhra Pradesh,Krishna,Kanchikacherla,Kanchikacherla,Kanchikacherla ,16.6811,80.395,Bore Well,3.25
,,,,2010Pz,,,,
Andhra Pradesh,Krishna,Koduru,Koduru,Koduru-DW14,16.0073,81.0276,Dug Well,2
Andhra Pradesh,Krishna,Koduru,Mandapakala,Mandapakala-DW14,15.9761,80.9981,Dug Well,2.4
Andhra Pradesh,Krishna,Machilipatnam,Nimmakuru-Ntr,Nimmakuru-Ntr,16.2747,81.0051,Dug Well,3.84
Andhra Pradesh,Krishna,Machilipatnam,Sultan Nagar,Sultan nagar,16.2001,81.1136,Dug Well,2.82
Andhra Pradesh,Krishna,Mandavalli,Kaikaluru,Kaikaluru1,16.544557,81.199477,Dug Well,1.81
Andhra Pradesh,Krishna,Mandavalli,Konakallu-Dw,Konakallu-Dw,16.46083,81.13434,Dug Well,1.53
Andhra Pradesh,Krishna,Mandavalli,Mandavalli-Dw,Mandavalli-Dw,16.517757,81.16381,Dug Well,1.13
Andhra Pradesh,Krishna,Movva,Ayyanki,Ayyanki,16.2657,80.9437,Dug Well,8.61
Andhra Pradesh,Krishna,Mudinepalle,Bomminampadu,Bomminampadu-,16.4735,81.217,Dug Well,1.5
,,,,DW14,,,,
Andhra Pradesh,Krishna,Mudinepalle,Kopparagudem,Upparigudem,16.40835,81.17411,Dug Well,1.6
Andhra Pradesh,Krishna,Mudinepalle,Mallapparajgudem,Mallapparajgudem-,16.4091,81.2081,Dug Well,1.1
,,,,DW14,,,,
Andhra Pradesh,Krishna,Mudinepalle,Singarayapalem,Singarayapalem-,16.410564,81.156416,Dug Well,1.6
,,,,DW14,,,,
Andhra Pradesh,Krishna,Musunuru,Musunuru,Musunuru-DW15,16.82833,80.93496,Dug Well,10.5
Andhra Pradesh,Krishna,Mylavaram,Chandragudem,Chandragudem,16.807878,80.630106,Dug Well,5.87
Andhra Pradesh,Krishna,Mylavaram,Mailavaram,Mailavaram,16.75266,80.63925,Dug Well,1.73
Andhra Pradesh,Krishna,Nagayalanka,Nagayalanka,Maripalem ,15.949,80.922,Dug Well,3.07
,,,,(Nagayalanka),,,,
Andhra Pradesh,Krishna,Nandigama,Anasagaram,Anasagaram,16.789,80.2734,Dug Well,9.86
Andhra Pradesh,Krishna,Nandigama,Itavaram-Dw,Itavaram-Dw,16.735018,80.3043,Dug Well,3.45
Andhra Pradesh,Krishna,Nuzividu,Nuzivedu,Nuzivedu,16.786811,80.855,Dug Well,0.7
Andhra Pradesh,Krishna,Nuzividu,Vadlamanu,Vadlamanu,16.72076,80.809203,Dug Well,1.32
Andhra Pradesh,Krishna,Pamarru,Kurumaddali,Kurumaddali,16.331,80.926,Dug Well,1.86
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Andhra Pradesh,Krishna,Pamidimukkala,Movva,Movva,16.2269,80.9129,Dug Well,1.01
Andhra Pradesh,Krishna,Pedana,Balliparru,Balliparru,16.277,81.1872,Dug Well,1.1
Andhra Pradesh,Krishna,Pedana,Munjuluru,Munjuluru,16.3092,81.212,Dug Well,2.3
Andhra Pradesh,Krishna,Pedana,Nadupur,Nadupur-DW14,16.283,81.1293,Dug Well,2.55
Andhra Pradesh,Krishna,Pedana,Pedana New,Pedana New,16.2584,81.1455,Dug Well,1.88
Andhra Pradesh,Krishna,Penuganchiprolu,Penuganchiprolu,Penuganchiprolu-,16.90187,80.2471,Dug Well,2.45
,,,,DW14,,,,
Andhra Pradesh,Krishna,Reddigudem,Kottareddigudem,Kottareddigudem-,16.876774,80.741375,Dug Well,4.48
,,,,DW14,,,,
Andhra Pradesh,Krishna,Tiruvuru,Chintalapadu-Dw,Chintalapadu-Dw,17.03118,80.555616,Dug Well,0.4
Andhra Pradesh,Krishna,Tiruvuru,Tiruvur,Tiruvur,17.114346,80.6142,Dug Well,3.85
Andhra Pradesh,Krishna,Vatsavai,Makkapeta,Makkapeta-DW14,16.92517,80.191503,Dug Well,3.5
Andhra Pradesh,Krishna,Veerulapadu,Jagannadhapuram,Jagannadhapuram,16.7295,80.4099,Dug Well,10.15
,,,,DW13,,,,
Andhra Pradesh,Krishna,Vissannapeta,Vissannapet New,Vissannapet New,16.942,80.783546,Dug Well,2.82
Andhra Pradesh,Krishna,Vuyyuru,Akunuru,Akunuru,16.392,80.1888,Dug Well,2.17
Andhra Pradesh,Krishna,Vuyyuru,Kadavakollu,Kadavakollu,16.3966,80.8523,Dug Well,3.11
Andhra Pradesh,Krishna,Vuyyuru,Tadanki,Tadanki,16.356,80.879685,Dug Well,3.03
Andhra Pradesh,Kurnool,Adoni,Adoni Kota,Adoni Kota,15.6667,77.2875,Dug Well,4.1
,,,"Veerabhadraswamigud
i","Veerabhadraswamig
udi-DW14",,,,
Andhra Pradesh,Kurnool,Adoni,Bapuram,Bapuram,15.7882,77.08347,Bore Well,3.17
Andhra Pradesh,Kurnool,Adoni,Boddanakere,Doddanakere-DW14,15.69934,77.2849,Dug Well,6.69
Andhra Pradesh,Kurnool,Adoni,Gulyam,Gulyam-DW13,15.3593027,77.0633251,Dug Well,6.16
Andhra Pradesh,Kurnool,Adoni,Naganathanapali,Naganathanahalli,15.5607,77.22214,Dug Well,3.34
Andhra Pradesh,Kurnool,Allagadda,Ahobilam,Ahobilam,15.13398,78.67252,Dug Well,8.53
Andhra Pradesh,Kurnool,Alur,Aluru,Aluru1,15.39912,77.2235,Bore Well,4
Andhra Pradesh,Kurnool,Atmakur,Atmakur (Alt),Atmakur (alt),15.87427,78.57705,Dug Well,1.46
Andhra Pradesh,Kurnool,Atmakur,Venkatapuram,Venkatapuram2,15.88315,78.6544,Dug Well,2.53
Andhra Pradesh,Kurnool,Banaganapalle,Banaganapalli,Banaganapalli-DW14,15.31297,78.22714,Dug Well,4.5
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Andhra Pradesh,Kurnool,Dadivemula,Gadivemula,Gadivemula-DW13,15.66742,78.44095,Dug Well,1.76
Andhra Pradesh,Kurnool,Dadivemula,Santajutur,Santajutur,15.62604,78.534363,Dug Well,0.49
Andhra Pradesh,Kurnool,Devanakonda,Karivemula,Karivemula,15.5942,77.5967,Dug Well,0.37
Andhra Pradesh,Kurnool,Emmiganur,Bapuram,Bapuram1,15.3323,77.1262,Bore Well,2.03
Andhra Pradesh,Kurnool,Emmiganur,Yemignur[R],Yemmiganur-DW14,15.7568,77.4583,Dug Well,2.07
Andhra Pradesh,Kurnool,Gonegandla,Gonegandla,Gonegandla,15.7079,77.6142,Bore Well,1.64
Andhra Pradesh,Kurnool,Gonegandla,Gonegondla,Gonegondla,15.7117,77.5963,Dug Well,1.25
Andhra Pradesh,Kurnool,Gudur,Gudur,Gudur-PZ -WT,15.7726,77.8074,Bore Well,6.18
Andhra Pradesh,Kurnool,Halaharvi,Haradgiri-Pn-3,Haradgiri-pn-3,15.3012,77.18819,Bore Well,5.82
Andhra Pradesh,Kurnool,Holagonda,Holagondi,Holagondi,15.4833333,77.05,Dug Well,2.05
Andhra Pradesh,Kurnool,Holagonda,Sulavai,Sulavai-DW13,15.4321,77.1222,Dug Well,4.22
Andhra Pradesh,Kurnool,Jupadubunglow,Nandikotkur,Nandikotkur,15.85667,78.264113,Dug Well,2.23
Andhra Pradesh,Kurnool,Kautalam,Podalakunta,Podalakunta-DW14,15.8432,77.1147,Dug Well,2.57
Andhra Pradesh,Kurnool,Kodumur,Kodumuru,Kodumuru 2013DW,15.6857,77.7736,Dug Well,3.17
Andhra Pradesh,Kurnool,Kodumur,Pyalakurthi,Pylakurthi,15.7151,77.8131,Bore Well,2.42
Andhra Pradesh,Kurnool,Kolimigundla,Kolimigundla,Kolimigundla-DW14,15.07472,78.107801,Dug Well,5.85
Andhra Pradesh,Kurnool,Kurnool,Kurnool,Kurnool-DW14,15.8385,78.0494,Dug Well,4.61
Andhra Pradesh,Kurnool,Kurnool,Kurnool,Kurnool-IMD-PZ,15.8055,78.0399,Bore Well,3.88
Andhra Pradesh,Kurnool,Mahanandi,Mahanandi,Mahanandi-DW13,15.46921,78.619993,Dug Well,4.16
Andhra Pradesh,Kurnool,Mantralayam,Madhavaram,Madhavaram,15.9354,77.3561,Dug Well,1.29
Andhra Pradesh,Kurnool,Mantralayam,Tungabhadra,Tungabhadra ,15.9478,77.3014,Dug Well,3.08
,,,,2013DW,,,,
Andhra Pradesh,Kurnool,Nandavaram,Yemignur,Yemignur,15.7556,77.4582,Bore Well,2.8
Andhra Pradesh,Kurnool,Nandyala,Nandyal,Nandyal-DW13,15.48917,78.49468,Dug Well,0.05
Andhra Pradesh,Kurnool,Orvakal,Orvakallu,Orvakallu,15.6858,78.1758,Dug Well,2.55
Andhra Pradesh,Kurnool,Pagidyala,Moravakonda,Moravakonda,15.95924,78.287632,Dug Well,1.71
Andhra Pradesh,Kurnool,Pamulapadu,Rudravaram,Rudravaram-DW13,15.85028,78.47074,Dug Well,0.99
Andhra Pradesh,Kurnool,Panyam,Alamuru,Alamuru-DW13,15.45821,78.3248,Dug Well,3.02
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Andhra Pradesh,Kurnool,Pattikonda,Rajala Mandagiri,"Rajala Mandagiri-
DW14",15.4359,77.4735,Dug Well,0.38
Andhra Pradesh,Kurnool,Peapalle,Burugula,Burugula EW AQ-II,15.14486,77.94124,Bore Well,25.76
Andhra Pradesh,Kurnool,Peapalle,Yenugumarri,Yenugumarri,15.2972222,77.7916667,Dug Well,2.95
Andhra Pradesh,Kurnool,Rudravaram,Battulur,Battulur,15.2452,78.505777,Dug Well,3.68
Andhra Pradesh,Kurnool,Srisailam,Srisailam,Srisailam-DW14,16.07588,78.8671,Dug Well,1.05
Andhra Pradesh,Kurnool,Uyyalawada,Nossam,Nossam,14.98822,78.39186,Dug Well,2.95
Andhra Pradesh,Kurnool,Veldurthi,Veldurti,Veldurti,15.5531,77.9269,Dug Well,2.12
Andhra Pradesh,Kurnool,Velugodu,G Ragadi Gudur,"G Ragadi Gudur-
dw14",15.71271,78.478413,Dug Well,1.08
Andhra Pradesh,Nellore,Allur,Allur,Allur-DW13,14.6783333,80.0519444,Dug Well,0.23
Andhra Pradesh,Nellore,Allur,Allur,Allur-NQM,14.680481,80.050014,Bore Well,1.53
Andhra Pradesh,Nellore,Allur,S Sakapalli,Isakapalli-DW14,14.733379,80.096812,Dug Well,1.34
Andhra Pradesh,Nellore,Allur,Sunnapubatti,Sunnapubatti,14.681736,79.973768,Dug Well,1.94
Andhra Pradesh,Nellore,Atmakur,Atmakur,Atmakur,14.646369,79.613616,Dug Well,2.59
