STATE/UT,DISTRICT,TEHSIL/BLOCK ,VILLAGE NAME,SITE NAME,latitude,longitude,WELL SITE TYPE,water_level
Kerala,Kozhikode,Kozhikode,Cheruvannur,Cheruvannur pz,11.2077778,75.8205556,Bore Well,6.36
Kerala,Kozhikode,Kozhikode,Feroke,Feroke DW,11.1824,75.8414,Dug Well,12.11
Kerala,Kozhikode,Kozhikode,Ramanattukara,Ramanattukara,11.1752,75.8773,Dug Well,0.61
Kerala,Kozhikode,Kozhikode,Ramanattukara,Ramanattukara1,11.175,75.8583333,Dug Well,0.61
Kerala,Kozhikode,Kozhikode ,Kozhikode,Cheruvannur West,11.1854,75.8221,Dug Well,3.77
,,Corporation,,,,,,
Kerala,Kozhikode,Kozhikode ,Kozhikode,Chevayur,11.25,75.7916667,Dug Well,11.51
,,Corporation,,,,,,
Kerala,Kozhikode,Kozhikode ,Kozhikode,Kallai,11.2336,75.7894,Dug Well,4.11
,,Corporation,,,,,,
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Kerala,Kozhikode,Kozhikode ,Kozhikode,Karaparamba,11.25,75.7916667,Dug Well,2.76
,,Corporation,,,,,,
Kerala,Kozhikode,Kozhikode ,Kozhikode,Kottakadavu,11.1397,75.8342,Dug Well,13.32
,,Corporation,,,,,,
Kerala,Kozhikode,Kozhikode ,Kozhikode,Kozhikode City-II,11.25,75.7916667,Dug Well,1.45
,,Corporation,,,,,,
Kerala,Kozhikode,Kozhikode ,Kozhikode,Naduvattom,11.1959,75.8033,Dug Well,7.17
,,Corporation,,,,,,
Kerala,Kozhikode,Kozhikode ,Kozhikode,Nallalam,11.25,75.7916667,Dug Well,2.88
,,Corporation,,,,,,
Kerala,Kozhikode,Kozhikode ,Kozhikode,Pavangad,11.3118,75.7583,Dug Well,2.75
,,Corporation,,,,,,
Kerala,Kozhikode,Kozhikode ,Kozhikode,Ramanattukara (R2),11.175,75.8583333,Dug Well,2.32
,,Corporation,,,,,,
Kerala,Kozhikode,Kozhikode ,Kozhikode,Vellimadakunnu,11.25,75.7916667,Dug Well,14.1
,,Corporation,,,,,,
Kerala,Kozhikode,Kozhikode ,Vellimadakunnu,Azhinjilam,11.1889,75.8703,Dug Well,1.5
,,Corporation,,,,,,
Kerala,Kozhikode,Kozhikode ,Vellimadakunnu,Iringallur,11.23,75.8284,Dug Well,3.09
,,Corporation,,,,,,
Kerala,Kozhikode,Kunnamangalam,Chathamangalam(E),Manassery,11.3204,75.9657,Dug Well,3.05
Kerala,Kozhikode,Kunnamangalam,Chathamangalam(E),Murampathy,11.4061,76.0114,Dug Well,6.53
Kerala,Kozhikode,Kunnamangalam,Chelavur,Chelavur,11.2997222,75.8827778,Dug Well,7.6
Kerala,Kozhikode,Kunnamangalam,Chulur,Chulur,11.3009,75.9389,Dug Well,5.62
Kerala,Kozhikode,Kunnamangalam,Kunnamangalam,Kunnamangalam 11.3047 75.8787 Dug Well,,,,13.44
Kerala,Kozhikode,Kunnamangalam,Kunnamangalam,Pathimangalam 11.325 75.885 Dug Well,,,,2.75
Kerala,Kozhikode,Kunnamangalam,Mavoor-I,Mavoor-i,11.2572222,75.9555556,Dug Well,7.47
Kerala,Kozhikode,Kunnamangalam,Mavoor-Ii,Mavoor-ii,11.25,75.9422222,Dug Well,9.97
Kerala,Kozhikode,Kunnamangalam,Mukkom,Nayarkuzhi,11.2942,75.9607,Dug Well,6.47
Kerala,Kozhikode,Kunnamangalam,Peruvayal,Peruvayal,11.2638889,75.8833333,Dug Well,6.94
Kerala,Kozhikode,Kunnummal,Devarkoil,Devarkoil,11.6666667,75.75,Dug Well,8
Kerala,Kozhikode,Kunnummal,Kunnummel,Kuttiyadi,11.6575,75.7461,Dug Well,8.38
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Kerala,Kozhikode,Kunnummal,Kunnummel,Mullankunnu,11.6383333,75.805,Dug Well,1.57
Kerala,Kozhikode,Kunnummal,Vattoli,Vattoli,11.6742,75.7135,Dug Well,5.04
Kerala,Kozhikode,Melady,Meladi,Melady 1,11.5111,75.6216,Dug Well,1.14
Kerala,Kozhikode,Melady,Nadapuram,Nadapuram,11.5333333,75.6666667,Dug Well,3.01
Kerala,Kozhikode,Melady,Tikkodi,Tikkodi,11.4886111,75.6469444,Dug Well,5.5
Kerala,Kozhikode,Panthalayani,Chemencheri,Chemencheri,11.4083333,75.725,Dug Well,2.94
Kerala,Kozhikode,Perambra,Kalikadavu,Kalikadavu pz,11.5986111,75.7597222,Bore Well,3.72
Kerala,Kozhikode,Thodannur,Thiruvallur,Thiruvallur,11.5666667,75.675,Dug Well,1.92
Kerala,Kozhikode,Thodannur,Thodannur(West),Thodannur(west),11.5833333,75.6594444,Bore Well,6.98
Kerala,Kozhikode,Thodannur,Villyapalli,Villyapalli,11.6166667,75.65,Dug Well,6.72
Kerala,Kozhikode,Thuneri,Edacheri,Chiulavi (Niravamal),11.7352,75.6888,Dug Well,7.99
Kerala,Kozhikode,Thuneri,Kallachi,Kallachi,11.6893,75.6668,Dug Well,0.58
Kerala,Kozhikode,Thuneri,Pudukayam,Pudukayam,11.7583333,75.7305556,Dug Well,8.2
Kerala,Kozhikode,Thuneri,Thuneri,Kayapanachi,11.72,75.6336111,Dug Well,4.6
Kerala,Kozhikode,Thuneri,Valayam,Valayam,11.72,75.6708333,Dug Well,6.48
Kerala,Kozhikode,Thuneri,Vanimel,Bhumivathukkal,11.7211,75.6998,Dug Well,7
Kerala,Kozhikode,Vadakara,Chombala(W1),Chombala(w1),11.6730556,75.5558333,Tube Well,4.59
Kerala,Kozhikode,Vadakara,Chombala(W2),Chombala(w2),11.6730556,75.5558333,Tube Well,4.47
Kerala,Kozhikode,Vadakara,Chombala(W3),Chombala(w3),11.6755,75.5544,Tube Well,4.67
Kerala,Kozhikode,Vadakara,Chombala(W4),Chombala(w4),11.6730556,75.5558333,Tube Well,4.68
Kerala,Kozhikode,Vadakara,Mukkali,Kunnumakkara,11.6728,75.5806,Dug Well,2.13
Kerala,Kozhikode,Vadakara,Mukkali,Mukkali,11.6749,75.5541,Dug Well,4.76
Kerala,Kozhikode,Vadakara,Thodannur,Orkattery,11.6539,75.6002,Dug Well,5.32
Kerala,Kozhikode,Vadakara,Thodannur,Thodannur,11.5845,75.6584,Dug Well,6.26
Kerala,Kozhikode,Vadakara ,Badagara,Badagara,11.5916667,75.5875,Dug Well,5.52
,,Municipality,,,,,,
Kerala,Malappuram,Andathode,Kanjiramukku,Kanjiramukku,10.7611111,75.9666667,Dug Well,5.35
Kerala,Malappuram,Andathode,Marancheri,Marancheri,10.7472222,75.9736111,Dug Well,6.75
Kerala,Malappuram,Andathode,Perumpadappu,Perumpadappu,10.7027778,75.9888889,Dug Well,5.4
Kerala,Malappuram,Areekode,Arikode,Arikode,11.2333333,76.0416667,Dug Well,9.95
Kerala,Malappuram,Areekode,Arikode,Vazhakkad,11.2461111,75.9577778,Dug Well,2.8
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Kerala,Malappuram,Areekode,Kadalundi,Kadalundi,11.1375,76.0833333,Dug Well,4.5
Kerala,Malappuram,Areekode,Kavanur,Kavanur1,11.1963,76.064,Dug Well,12.1
Kerala,Malappuram,Areekode,Tripanchi,Tripanchi,11.1583333,76.0444444,Dug Well,9.72
Kerala,Malappuram,Kondotty,Edavannapara,Kunnumpuram,11.0865,75.9534,Dug Well,13.3
Kerala,Malappuram,Kondotty,Edavannapara,Parappur,11.0127778,75.995,Dug Well,14.25
Kerala,Malappuram,Kondotty,Kondotty,Karuvankallu,11.1151,75.9565,Dug Well,8.3
Kerala,Malappuram,Kondotty,Kondotty,Kondotty,11.1472222,75.9625,Dug Well,2.53
Kerala,Malappuram,Kondotty,Kottapuram,Kottapuram,11.1652778,75.9338889,Dug Well,6.35
Kerala,Malappuram,Kondotty,Nediyirippu,Nediyirippu,11.1321,75.989,Dug Well,2.1
Kerala,Malappuram,Kondotty,Olavattur,Olavattur,11.2166667,75.9583333,Dug Well,8.25
Kerala,Malappuram,Kuttippuram,Amminikad,Amminikad,10.9333333,76.0166667,Dug Well,4.73
Kerala,Malappuram,Kuttippuram,Karipol,Karipol,10.9,76.0333333,Dug Well,10.05
Kerala,Malappuram,Kuttippuram,Kuttipuram,Kuttipuram,10.8458333,76.0305556,Dug Well,2.5
Kerala,Malappuram,Kuttippuram,Marakkara,Kadampuzha,10.9443,76.0429,Dug Well,10.45
Kerala,Malappuram,Kuttippuram,Pukattery,Pukattery,10.8833333,76.075,Dug Well,7.75
Kerala,Malappuram,Kuttippuram,Valancheri,Mankeri,10.8509,76.084,Dug Well,6.2
Kerala,Malappuram,Kuttippuram,Valancheri,Valancheri (R1),10.8953,76.0748,Dug Well,9.5
Kerala,Malappuram,Kuttippuram,Valancheri,Valancheri Pz,10.8953,76.0748,Bore Well,18.4
Kerala,Malappuram,Malappuram,Anakkayam,Anakkayam,11.0895,76.119,Dug Well,7.6
Kerala,Malappuram,Malappuram,Mudikode,Mudikode,11.0666667,76.1666667,Dug Well,5.24
Kerala,Malappuram,Malappuram,Pandalur,Pandalur DW,11.0848,76.1665,Dug Well,7.6
Kerala,Malappuram,Malappuram,Vadakkemanna,Vadakkemanna,11,76.0416667,Dug Well,7.87
Kerala,Malappuram,Manjeri Municipality,Cherukulam,Nellikuth,11.107,76.1818,Dug Well,6.35
Kerala,Malappuram,Manjeri Municipality,Cherukulam,Ramankulam,11.1366,76.0928,Dug Well,6.1
Kerala,Malappuram,Manjeri Municipality,Manjeri,Cherani,11.1348,76.1138,Dug Well,5.58
Kerala,Malappuram,Manjeri Municipality,Manjeri,Manjeri,11.1180556,76.1208333,Dug Well,4.35
Kerala,Malappuram,Manjeri Municipality,Pookottoor,Pookottoor,11.0958333,76.0819444,Dug Well,1.5
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Kerala,Malappuram,Mankada,Kadannamanna,Kadannamanna,11.0333333,76.1625,Dug Well,6.35
Kerala,Malappuram,Mankada,Kulattur,Kulattur,10.9361111,76.1416667,Dug Well,5.25
Kerala,Malappuram,Mankada,Kuruva,Kuruva,10.9763889,76.1097222,Dug Well,12.7
Kerala,Malappuram,Mankada,Malappuram,Malappuram,11.035,76.0905556,Dug Well,7.3
Kerala,Malappuram,Mankada,Pulamantol,Pulamantol,10.9055556,76.1861111,Dug Well,8.7
Kerala,Malappuram,Mankada,Puzhakkattkiri,Puzhakkattkiri,10.9991667,76.1366667,Bore Well,7.2
Kerala,Malappuram,Mankada,Puzhakkattkiri,Vengad,11.8644,75.51,Dug Well,7.75
Kerala,Malappuram,Mankada,Tirukkad,Tirukkad,10.9918,76.1825,Dug Well,8
Kerala,Malappuram,Mankada,Vellila,Vellila,11.05,76.1166667,Dug Well,6.1
Kerala,Malappuram,Nilambur,Buliyampadam,Buliyampadam ,11.4166667,76.25,Dug Well,10.4
,,,,(Velumbiampadam),,,,
Kerala,Malappuram,Nilambur,Buliyampadam,Buliyampadam ,11.4207,76.2506,Dug Well,10.4
,,,,(Velumbiampadam),,,,
,,,,(R1),,,,
Kerala,Malappuram,Nilambur,Chokkad,Chokkad,11.2333333,76.3333333,Dug Well,3.95
Kerala,Malappuram,Nilambur,Chungathara,Chungathara1,11.3333333,76.275,Dug Well,3.07
Kerala,Malappuram,Nilambur,Edakkara,Edakkara,11.3772,76.3012,Bore Well,16.35
Kerala,Malappuram,Nilambur,Eriyad,Eriyad,11.1968,76.2134,Dug Well,3.7
Kerala,Malappuram,Nilambur,Kalikavu,Kalikavu,11.1694444,76.3208333,Dug Well,5.35
Kerala,Malappuram,Nilambur,Kalikavu,Vaniyambalam,11.1884,76.2595,Dug Well,6.65
Kerala,Malappuram,Nilambur,Karulai,Athanikkal,11.1208,75.846,Dug Well,4.96
Kerala,Malappuram,Nilambur,Karulai,Karulai,11.2833333,76.3277778,Dug Well,8.05
Kerala,Malappuram,Nilambur,Karulai,Moothedam,11.3368,76.3144,Dug Well,3.1
Kerala,Malappuram,Nilambur,Karulai,Pookottumpadam,11.2437,76.2992,Dug Well,3.72
Kerala,Malappuram,Nilambur,Karulayi,Karulayi,11.2816667,76.2972222,Bore Well,2.81
Kerala,Malappuram,Nilambur,Karunechi,Karunechi,11.3771,76.3027,Dug Well,18.01
Kerala,Malappuram,Nilambur,Mampuzha,Narokavu,11.3998,76.3118,Dug Well,13.65
Kerala,Malappuram,Nilambur,Maruda,Marutha (R1),11.4197,76.3219,Dug Well,8.05
Kerala,Malappuram,Nilambur,Nilambur,Uppada,11.3793,76.268,Dug Well,2.3
Kerala,Malappuram,Nilambur,Vazhikadavu,Vazhikadavu,11.3891667,76.3488889,Dug Well,5.98
Kerala,Malappuram,Perinthalmanna,Angadipuram,Ammnikad Pz,10.9676,76.2751,Bore Well,6.12
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Kerala,Malappuram,Perinthalmanna,Angadipuram,Angadipuram,10.9779,76.2069,Dug Well,7.44
Kerala,Malappuram,Perinthalmanna,Angadipuram,Kadungapuram,10.9814,76.1386,Dug Well,10.65
Kerala,Malappuram,Perinthalmanna,Angadipuram,Puzhakkatteri,10.9782,76.1552,Dug Well,6.2
Kerala,Malappuram,Perinthalmanna,Cherukara,Chemmalassery,10.928,76.1804,Dug Well,12
Kerala,Malappuram,Perinthalmanna,Cherukara,Cherukara,10.925,76.225,Dug Well,6.65
Kerala,Malappuram,Perinthalmanna,Manezhi,Akkaparambu,10.9791,76.083,Dug Well,8.8
Kerala,Malappuram,Perinthalmanna,Melattur,Melattur,11.0333333,76.2666667,Dug Well,6.6
Kerala,Malappuram,Perinthalmanna,Paral,Paral,10.9208333,76.2819444,Dug Well,7.05
Kerala,Malappuram,Perinthalmanna,Ramapuram,Ramapuram,11.0002,76.1385,Dug Well,6.25
Kerala,Malappuram,Perinthalmanna,Tachinganedam,Tachinganedam,11.0583333,76.2,Dug Well,6.5
Kerala,Malappuram,Perinthalmanna,Tazhekode,Thazhekod ,10.9639,76.2861,Dug Well,7.98
,,,,Kappumugham,,,,
Kerala,Malappuram,Perinthalmanna,Tazhekode,Thazhekode,10.9333333,76.3,Dug Well,7.1
Kerala,Malappuram,Perinthalmanna,Thelakkad,Thelakkad,11.0172222,76.2797222,Bore Well,12.52
Kerala,Malappuram,Perinthalmanna,Kariavattam,Kariavattam,10.9833333,76.225,Dug Well,7.8
,,Municipality,,,,,,
Kerala,Malappuram,Perinthalmanna,Perinthalmanna,Perinthalmanna (R1),10.9749,76.232,Dug Well,6.55
,,Municipality,,,,,,
Kerala,Malappuram,Ponnani,Kaladi,Valiyakunnu,10.8816,76.0889,Dug Well,7.07
Kerala,Malappuram,Ponnani,Thavanur,Thavanur,10.8333333,75.9694444,Dug Well,9.85
Kerala,Malappuram,Ponnani Municipality Ponnani,,Ponnani1,10.7816667,75.9208333,Dug Well,1.76
Kerala,Malappuram,Ponnani Municipality Vylattur,,Vylattur (R1),10.7861111,75.9444444,Dug Well,8.4
Kerala,Malappuram,Ponnani Municipality Vylattur,,Vylattur (R2),10.9537,75.9464,Dug Well,8.4
Kerala,Malappuram,Tanur,Athiramada,Anjuvadi,10.9485,75.8773,Dug Well,2.8
Kerala,Malappuram,Tanur,Athiramada,Meenedathur,10.9423,75.9104,Dug Well,3.2
Kerala,Malappuram,Tanur,Athiramada,Valavannur,10.9376,75.9759,Dug Well,12.8
Kerala,Malappuram,Tanur,Kottakkal,Kottakkal,10.9708333,75.9833333,Dug Well,8.64
Kerala,Malappuram,Tanur,Krishnapuram,Krishnapuram,10.9613,75.894,Dug Well,3.13
,,,Puthentheru,Puthentheru,,,,
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Kerala,Malappuram,Tanur,Tanur,Tanur,10.9833333,75.875,Dug Well,4.2
Kerala,Malappuram,Thirur,Chamravattom,Chamravattom,10.7972222,75.925,Dug Well,2.15
Kerala,Malappuram,Thirur,Chamravattom,Moochikkal ( Clari,10.9832,75.9716,Dug Well,0.95
,,,,Moochikkal),,,,
Kerala,Malappuram,Thirur,Chamravattom,Paravana,10.9016,75.8918,Dug Well,4.65
Kerala,Malappuram,Thirur,Chariyaparappur,Beeranchira,10.8597,75.9617,Dug Well,7.7
Kerala,Malappuram,Thirur,Iswaramangalam,Iswaramangalam,10.8083333,75.9166667,Dug Well,1.2
Kerala,Malappuram,Thirur,Mangalam,Mangalam (R1),10.849,75.9223,Dug Well,2.09
Kerala,Malappuram,Thirur,Purathur(West),Purathur,10.8033,75.9223,Dug Well,1.67
Kerala,Malappuram,Thirur,Thirunavaya,Karathur,10.8713,75.959,Dug Well,10
Kerala,Malappuram,Thirur,Thirunavaya,Thirunavaya,10.8666667,75.9847222,Dug Well,5.37
Kerala,Malappuram,Thirur,Vettom,Vettom1,10.8756,75.9069,Dug Well,2.2
Kerala,Malappuram,Thirur Municipality,Tirur,Tirur,10.9097222,75.9208333,Dug Well,12.15
Kerala,Malappuram,Tirurangady,Athani,Ariyallur,11.0837,75.8464,Dug Well,2.8
Kerala,Malappuram,Tirurangady,Athani,Venniyur,11.017,75.9492,Dug Well,8.18
Kerala,Malappuram,Tirurangady,Parappanangadi,Parappanangadi,11.0466667,75.8597222,Dug Well,2.15
Kerala,Malappuram,Tirurangady,Tennipalam,Tenjippalam (R1),11.1389,75.897,Dug Well,13.3
Kerala,Malappuram,Tirurangady,Tirurangadi,Tirurangadi,11.025,75.9,Dug Well,13.4
Kerala,Malappuram,Vengara,Kizhumuri,Kizhumuri,11.05,75.9583333,Dug Well,10.2
Kerala,Malappuram,Vengara,Othukkungal,Othukkungal DW,11.0269,76.03,Dug Well,13.55
Kerala,Malappuram,Wandoor,Edavanna,Cherukode,11.1594,76.2309,Dug Well,6.7
Kerala,Malappuram,Wandoor,Edavanna,Edavanna1,11.2083333,76.15,Dug Well,10.9
Kerala,Malappuram,Wandoor,Edavanna,Nilambur (R1),11.2753,76.2231,Dug Well,4
Kerala,Malappuram,Wandoor,Karavarakundu,Karuvarakundu,11.125,76.3333333,Dug Well,3.55
Kerala,Malappuram,Wandoor,Karavarakundu,Payyanad,11.1183,76.1526,Dug Well,7.57
Kerala,Malappuram,Wandoor,Karavarakundu,Peruvakkad,11.0864,76.2523,Dug Well,6.25
Kerala,Malappuram,Wandoor,Karavarakundu,Puthenkulam,11.0751,76.2803,Dug Well,3.15
Kerala,Malappuram,Wandoor,Kattumunda,Kattumunda (R1),11.2365,76.2066,Dug Well,12.1
Kerala,Malappuram,Wandoor,Pandikkad,Pandikkad (R1),11.0951,76.2224,Dug Well,3.7
Kerala,Malappuram,Wandoor,Pokoothu,Pukothu,11.1035,76.2633,Dug Well,7.3
Kerala,Malappuram,Wandoor,Thiruvali,Pathiriyal,11.1904,76.1611,Dug Well,7.33
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Kerala,Malappuram,Wandoor,Thiruvali,ThiruvaliDW,11.1999,76.178,Dug Well,2.35
Kerala,Malappuram,Wandoor,Thiruvali,Thrikkalangode,11.1436,76.1197,Dug Well,2.7
Kerala,Malappuram,Wandoor,Thuvur,Thuvur,11.1102778,76.2847222,Bore Well,9.66
Kerala,Malappuram,Wandoor,Thuvur,Thuvur DW,11.112,76.2841,Dug Well,10.25
Kerala,Palakkad,Alathur,Alathur,Alathur,11.01,76.3472,Dug Well,4.66
Kerala,Palakkad,Alathur,Alathur,Kavassery,10.6578,76.5186,Dug Well,2.6
Kerala,Palakkad,Alathur,Alathur,Koonathara,10.7753,76.3081,Dug Well,2.65
Kerala,Palakkad,Alathur,Athipetta,Athipetta,10.6722222,76.4777778,Dug Well,3
Kerala,Palakkad,Alathur,Kunisseri,Kunisseri,10.6433,76.5936,Dug Well,2.93
Kerala,Palakkad,Alathur,Melarkode,Melarkode,10.5081,76.5619,Dug Well,7.6
Kerala,Palakkad,Alathur,Padur,Padur DW,10.6578,76.4739,Dug Well,3.6
Kerala,Palakkad,Alathur,Vadakkancherry,Vadakkancherry,10.5888889,76.4833333,Dug Well,4.35
Kerala,Palakkad,Attappadi,Agali,Agali,10.0964,76.6436,Dug Well,9.5
Kerala,Palakkad,Attappadi,Agali,Kottathara,11.1330556,76.6891667,Dug Well,1.4
Kerala,Palakkad,Attappadi,Agali,Naikarapadi,11.1272,76.8089,Dug Well,7.9
Kerala,Palakkad,Attappadi,Agali,Vattulakki,11.1288889,76.55,Dug Well,7.2
Kerala,Palakkad,Attappadi,Anakatty,Anakatty (R1),11.1167,76.7461,Dug Well,6.5
Kerala,Palakkad,Attappadi,Kakkupady,Kakkupady,11.0666667,76.55,Dug Well,6.3
Kerala,Palakkad,Attappadi,Mattathukad,Mattathukad,11.1277778,76.7416667,Dug Well,3.3
Kerala,Palakkad,Attappadi,Pudur,Pudur,11.1530556,76.6458333,Bore Well,7.69
Kerala,Palakkad,Attappadi,Tavalam,Tavalam,11.0777778,76.5844444,Dug Well,3.83
Kerala,Palakkad,"Chittoor_Thathaman
galam Municipality",Chittoor,Chittoor,10.7,76.7416667,Dug Well,4.45
Kerala,Palakkad,Chittur,Ellissery,Athikode,10.7583,76.8144,Dug Well,4.35
Kerala,Palakkad,Chittur,Ellissery,Chunnambuthara,10.7989,76.6642,Dug Well,3.25
Kerala,Palakkad,Chittur,Ellissery,Ellissery,10.7081,76.7964,Dug Well,6
Kerala,Palakkad,Chittur,Ellissery,Erattakulam,10.7547,76.7928,Dug Well,1.58
Kerala,Palakkad,Chittur,Ellissery,Kunnamkattupathy,10.6819,76.8211,Bore Well,10.47
,,,,Pz,,,,
Kerala,Palakkad,Chittur,Ellissery,Nalliapalli,10.7283,76.7797,Dug Well,3.05
Kerala,Palakkad,Chittur,Ellissery,Nanniyode,8.69944,77.0275,Dug Well,3.98
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Kerala,Palakkad,Chittur,Ellissery,Nanniyodu Pz,10.6436,76.7794,Bore Well,47.55
Kerala,Palakkad,Chittur,Ellissery,Panayur(Athikodu) Pz,10.7122,76.9017,Bore Well,5.7
Kerala,Palakkad,Chittur,Ellissery,Vadakarapathy Pz,10.8042,76.8497,Bore Well,6.5
Kerala,Palakkad,Chittur,Eruthenpathi,Eruthenpathi,10.7392,76.8653,Dug Well,3.4
Kerala,Palakkad,Chittur,Eruthenpathi,Nedupuni,10.7244,76.8875,Dug Well,5.7
Kerala,Palakkad,Chittur,Eruthenpathi,Vannamada,10.7031,76.8467,Dug Well,5.2
Kerala,Palakkad,Chittur,Gopalapuram,Gopalapuram,10.6933,76.87,Dug Well,8.2
Kerala,Palakkad,Chittur,Kozhinjampara,Kodumbu,10.7481,76.6901,Dug Well,2.9
Kerala,Palakkad,Chittur,Kozhinjampara,Koppanur,10.7606,76.7828,Dug Well,2.22
Kerala,Palakkad,Chittur,Kozhinjampara,Kozhinjampara-R1,10.7333333,76.85,Dug Well,5.7
Kerala,Palakkad,Chittur,Kozhinjampara,RVP Pudhur,10.7308,76.8756,Dug Well,2.6
Kerala,Palakkad,Chittur,Meenakshipuram,Meenakshipuram,10.6377778,76.8627778,Dug Well,5.4
Kerala,Palakkad,Chittur,Palghat,Palghat,10.6611111,76.7722222,Dug Well,4.9
Kerala,Palakkad,Chittur,Perumatty,Perumatty1,10.6497,76.7631,Dug Well,2.5
Kerala,Palakkad,Chittur,Plachimada,Plachimada,10.6342,76.5958,Bore Well,10.62
Kerala,Palakkad,Chittur,Thekkedesom,Kambilichungam,10.6861111,76.8694444,Dug Well,2.6
Kerala,Palakkad,Chittur,Velanthavalam,Kozhipara,10.7967,76.836,Dug Well,3.25
Kerala,Palakkad,Chittur,Velanthavalam,Velanthavalam,10.8041667,76.8513889,Dug Well,6
Kerala,Palakkad,Kollengode,Chemmampathi,Chemmampathi,10.5708333,76.8319444,Dug Well,6.85
Kerala,Palakkad,Kollengode,Chemmampathi,Oothara,10.6244,76.6958,Dug Well,1.62
Kerala,Palakkad,Kollengode,Chemmampathi,Pudhunagaram,10.6861111,76.8694444,Dug Well,3.85
Kerala,Palakkad,Kollengode,Kollengode,Kollengode,10.6111111,76.6833333,Dug Well,3.3
Kerala,Palakkad,Kollengode,Kollengode,Kollengode- II,10.6111,76.6833,Dug Well,2.48
Kerala,Palakkad,Kollengode,Meenkara,Meenkara,10.6083333,76.75,Dug Well,4.15
Kerala,Palakkad,Kollengode,Muthalamada,Moochankundu,10.5808,76.8042,Dug Well,8.55
Kerala,Palakkad,Kollengode,Muthalamada,Muthalamada1,10.6039,76.7614,Dug Well,4.53
Kerala,Palakkad,Kollengode,Pattancheri,Kannimari,10.6467,76.8106,Dug Well,4.15
Kerala,Palakkad,Kollengode,Pattancheri,Pattanchery,10.6497,76.7386,Dug Well,3.35
Kerala,Palakkad,Kuzhalmannam,Kannadi,Kannadi,10.7336111,76.6341667,Bore Well,1
Kerala,Palakkad,Kuzhalmannam,Kannadi,Kodunthirapalli,10.7692,76.6061,Dug Well,2.5
Kerala,Palakkad,Kuzhalmannam,Kannadi,Kottayi,10.7658,76.5433,Dug Well,8.5
,,NAME,,,,,,LEVEL
,,,,,,,,(mbgl)
Kerala,Palakkad,Kuzhalmannam,Kannadi,Mathur,10.7392,76.5756,Dug Well,3.95
Kerala,Palakkad,Kuzhalmannam,Kuzhalmannam,Kuzhalmannam,10.7083333,76.5944444,Dug Well,1.95
Kerala,Palakkad,Kuzhalmannam,Odannur,Odannur,10.78,76.5456,Dug Well,4.09
Kerala,Palakkad,Kuzhalmannam,Peringottukurissu,Peringottukurissu,10.7561,76.5044,Bore Well,11.3
Kerala,Palakkad,Kuzhalmannam,Peringottukurissu,Peringottukurissu ,10.7558,76.5047,Dug Well,4.75
,,,,DW,,,,
Kerala,Palakkad,Kuzhalmannam,Tholanur,Tholanur,10.7166667,76.5083333,Dug Well,2.65
Kerala,Palakkad,Malampuzha,Chullimade,Chullimada (R1),10.8038,76.7772,Dug Well,2.1
Kerala,Palakkad,Malampuzha,Chullimade,Panayur,10.6861111,76.8694444,Dug Well,1.3
Kerala,Palakkad,Malampuzha,Dhoni,Chullimada Pz,10.8039,76.7769,Bore Well,11.77
Kerala,Palakkad,Malampuzha,Dhoni,Dhoni,10.8594,76.6228,Dug Well,6.4
Kerala,Palakkad,Malampuzha,Dhoni,Kadukkankunnu,10.81,76.6631,Bore Well,2.5
Kerala,Palakkad,Malampuzha,Dhoni,Muttikulangara Pz,10.8086,76.6097,Bore Well,27.69
Kerala,Palakkad,Malampuzha,Dhoni,Vennakara,10.7578,76.6317,Bore Well,18.2
Kerala,Palakkad,Malampuzha,Kanjikode,Kanjikode,10.7944444,76.75,Dug Well,3.9
Kerala,Palakkad,Malampuzha,Malampuzha,Malampuzha,10.825,76.6722222,Dug Well,1.75
Kerala,Palakkad,Malampuzha,Pulpally,Koolimattom,10.7325,76.7231,Dug Well,4.2
Kerala,Palakkad,Malampuzha,Walayar,Walayar,10.8333333,76.8375,Dug Well,3.05
Kerala,Palakkad,Mannarkkad,Alanallur,Alanallur,11.01,76.3472,Dug Well,8.75
Kerala,Palakkad,Mannarkkad,Alanallur,Thachanattukara,10.9502778,76.3286111,Dug Well,10.77
Kerala,Palakkad,Mannarkkad,Ariyur,Ariyur (R1),10.9666667,76.3666667,Dug Well,9.95
Kerala,Palakkad,Mannarkkad,Kalladikode,Kalladikode,10.8958333,76.5333333,Dug Well,9
Kerala,Palakkad,Mannarkkad,Kanjirapuzha,Kanjirapuzha,10.9916667,76.5416667,Dug Well,2.3
Kerala,Palakkad,Mannarkkad,Mannarghat,Mannarkkad (R1),10.9944444,76.4894444,Dug Well,3.8
Kerala,Palakkad,Mannarkkad,Pottassery,Palamattom,10.9958,76.5053,Dug Well,4.3
Kerala,Palakkad,Mannarkkad,Tenkara,Tenkara,11.0111111,76.4888889,Dug Well,3.35
